Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1618321629889,3,1010123456017,72,,1,0,24,1,0,,2.75,16,0,0.005472,5,0,8.33333,,12.3214,28,0,0.1,8,0,0,35.8391,31,,16,30,,0,0,0,1
1618321630139,4,1010123456017,72,,1,0,24,1,0,,0,3,0,0.001824,1,0,8.28571,,12,7,0,0.1,2,0,0,36.3541,31,,2,3,,0,0,0,1
1618321630389,4,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321630639,4,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.33333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321630889,4,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.16667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321631139,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,7.42857,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321631389,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.16667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321631639,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321631889,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.33333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321632139,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.28571,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321632389,3,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,7.16667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321632639,5,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321632889,5,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.16667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321633139,5,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321633389,5,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.33333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321633639,4,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1618321633889,4,1010123456017,72,,1,0,24,1,0,,0,0,0,0,0,0,8.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
